"admin2Name","admin2Pcod","year","AnnualPrecip","baselineMean_precip","baselineSD_precip","zscore_precip"
"Kantché","NE0705",2009,336.509519376668,418.109258057282,81.1863476970119,-1.00509187807223
"Kantché","NE0705",2010,489.469267272722,418.109258057282,81.1863476970119,0.87896562956318
"Kantché","NE0705",2011,417.121900277244,418.109258057282,81.1863476970119,-0.0121616233276478
"Kantché","NE0705",2012,512.806856145478,418.109258057282,81.1863476970119,1.16642269019919
"Kantché","NE0705",2013,447.516079565514,418.109258057282,81.1863476970119,0.362213873913604
"Kantché","NE0705",2014,408.794461881017,418.109258057282,81.1863476970119,-0.114733528979872
"Kantché","NE0705",2015,421.716537144409,418.109258057282,81.1863476970119,0.0444320897472637
"Kantché","NE0705",2016,373.518827437244,418.109258057282,81.1863476970119,-0.549235578208921
"Kantché","NE0705",2017,364.562051999013,418.109258057282,81.1863476970119,-0.659559243360821
"Kantché","NE0705",2018,509.093279503677,418.109258057282,81.1863476970119,1.12068129713074
"Kantché","NE0705",2019,468.998698896457,418.109258057282,81.1863476970119,0.626822640539203
"Kantché","NE0705",2020,544.587543261876,418.109258057282,81.1863476970119,1.55787627836901
"Kantché","NE0705",2021,480.0105765861,418.109258057282,81.1863476970119,0.762459702705598
"Magaria","NE0706",1981,427.056571303944,442.744271360752,82.4820767467863,-0.190195260298404
"Magaria","NE0706",1982,373.453854010091,442.744271360752,82.4820767467863,-0.840066352395288
"Magaria","NE0706",1983,361.906501127014,442.744271360752,82.4820767467863,-0.980064680984004
"Magaria","NE0706",1984,272.020248979539,442.744271360752,82.4820767467863,-2.06983176363663
"Magaria","NE0706",1985,392.444807284841,442.744271360752,82.4820767467863,-0.609822958632895
"Magaria","NE0706",1986,397.591615206683,442.744271360752,82.4820767467863,-0.547423851762163
"Magaria","NE0706",1987,265.427629183962,442.744271360752,82.4820767467863,-2.14975967107543
"Magaria","NE0706",1988,515.158713395449,442.744271360752,82.4820767467863,0.877941546707222
"Magaria","NE0706",1989,414.346112230647,442.744271360752,82.4820767467863,-0.344294909272043
"Magaria","NE0706",1990,358.152094634469,442.744271360752,82.4820767467863,-1.02558252729226
"Magaria","NE0706",1991,405.2122165798,442.744271360752,82.4820767467863,-0.45503285393955
"Magaria","NE0706",1992,482.306431764014,442.744271360752,82.4820767467863,0.479645541960771
"Magaria","NE0706",1993,417.611784384461,442.744271360752,82.4820767467863,-0.304702402843773
